ID,UniCode,FounderCode,DateOfBirth,Sex,BirthGroup,MomUnicode,CurrentGroup,BirthSeason,Status,DateOfDeath,DateOfRemove,AgeOfDelivery,AgeOfDOD,AgeOfRemove,SireUniCode,DamUniCode
10228,E-366,,8/27/2014 0:00:00,F,R,D-790,R,2015,Dead,12/31/2014 0:00:00,,6.83,0.33,,E-242,D-790
10229,E-389,,8/27/2014 0:00:00,F,F,D-691,nPP,2015,In CS,,,15.75,,,A-494,D-691
10230,D-493,,8/27/2014 0:00:00,M,R,C-880,V,2015,In CS,,,8.75,,,B-875,C-880
10231,D-504,,8/27/2014 0:00:00,F,R,C-874,R,2015,Dead,2/10/2020 0:00:00,,9.75,5.50,,C-899,C-874
10232,A-390,,8/28/2014 0:00:00,M,S,B-563,S,2015,Dead,12/31/2014 0:00:00,,7.83,0.33,,D-753,B-563
10233,A-396,,8/28/2014 0:00:00,F,MM,D-830,MM,2015,In CS,,,4.91,,,D-762,D-830
10234,B-276,,8/28/2014 0:00:00,M,MM,B-430,MM,2015,Dead,11/11/2015 0:00:00,,10.50,1.25,,,B-430
10235,E-381,,8/28/2014 0:00:00,F,R,A-232,R,2015,Dead,11/28/2017 0:00:00,,7.66,3.25,,D-776,A-232
10236,D-057,,8/29/2014 0:00:00,M,KK,C-265,KK,2015,Removed,,12/5/2018 0:00:00,10.83,,4.33,D-237,C-265
10237,A-835,,8/29/2014 0:00:00,F,S,B-560,S,2015,Dead,12/2/2015 0:00:00,,7.83,1.33,,B-097,B-560
10238,D-076,,8/29/2014 0:00:00,F,KK,C-906,KK,2015,Removed,,11/27/2018 0:00:00,7.83,,4.25,C-871,C-906
10239,E-880,,8/29/2014 0:00:00,F,S,B-085,S,2015,Dead,4/28/2015 0:00:00,,8.83,0.66,,B-952,B-085
10240,D-051,,8/29/2014 0:00:00,M,R,B-603,MM,2015,In CS,,,5.83,,,A-454,B-603
10241,C-639,,8/30/2014 0:00:00,F,R,C-021,R,2015,In CS,,,7.50,,,A-454,C-021
10242,C-175,,8/30/2014 0:00:00,F,KK,A-657,KK,2015,Removed,,11/1/2018 0:00:00,8.75,,4.25,C-461,A-657
10243,C-629,,8/30/2014 0:00:00,M,F,D-839,F,2015,In CS,,,5.00,,,D-760,D-839
10244,D-936,,8/31/2014 0:00:00,M,MM,E-054,nQQ,2015,In CS,,,9.66,,,C-882,E-054
10245,D-079,,8/31/2014 0:00:00,F,F,D-321,F,2015,Dead,6/27/2019 0:00:00,,8.75,4.83,,E-228,D-321
10246,E-383,,9/1/2014 0:00:00,F,S,B-124,S,2015,In CS,,,6.91,,,E-211,B-124
10247,D-938,,9/2/2014 0:00:00,F,F,A-633,F,2015,In CS,,,9.83,,,C-047,A-633
10248,C-636,,9/2/2014 0:00:00,M,V,B-172,V,2015,In CS,,,3.75,,,C-888,B-172
10249,D-490,,9/2/2014 0:00:00,F,R,D-332,R,2015,In CS,,,7.75,,,A-238,D-332
10250,E-365,,9/3/2014 0:00:00,F,HH,A-896,HH,2015,Removed,,10/27/2016 0:00:00,12.83,,2.08,B-467,A-896
10251,C-631,,9/3/2014 0:00:00,M,V,A-314,V,2015,In CS,,,3.91,,,D-747,A-314
10252,D-068,,9/3/2014 0:00:00,M,F,B-078,R,2015,In CS,,,10.00,,,E-238,B-078
10253,A-828,,9/4/2014 0:00:00,F,R,E-043,R,2015,In CS,,,16.66,,,C-899,E-043
10254,E-388,,9/4/2014 0:00:00,F,F,A-276,F,2015,Dead,7/7/2018 0:00:00,,5.66,3.83,,E-228,A-276
10255,D-506,,9/4/2014 0:00:00,M,F,A-745,F,2015,In CS,,,3.91,,,A-728,A-745
10256,A-832,,9/4/2014 0:00:00,M,S,C-431,S,2015,Dead,1/21/2016 0:00:00,,9.83,1.33,,B-481,C-431
10257,D-501,,9/4/2014 0:00:00,M,R,C-039,F,2015,In CS,,,7.00,,,B-535,C-039
10258,C-174,,9/5/2014 0:00:00,M,R,B-408,S,2015,In CS,,,10.66,,,D-622,B-408
10259,D-075,,9/5/2014 0:00:00,F,R,C-546,R,2015,Dead,12/14/2015 0:00:00,,3.91,1.25,,E-050,C-546
10260,D-063,,9/5/2014 0:00:00,M,F,D-836,F,2015,In CS,,,5.00,,,B-852,D-836
10261,B-736,,9/6/2014 0:00:00,M,V,D-558,V,2015,In CS,,,18.75,,,C-004,D-558
10262,D-924,,9/6/2014 0:00:00,M,R,D-312,R,2015,In CS,,,9.91,,,D-778,D-312
10263,C-189,,9/6/2014 0:00:00,F,V,A-240,V,2015,In CS,,,6.83,,,D-747,A-240
10264,C-186,,9/6/2014 0:00:00,M,V,A-691,F,2015,Dead,6/2/2020 0:00:00,,5.83,5.75,,B-069,A-691
10265,A-397,,9/7/2014 0:00:00,F,S,E-284,S,2015,Dead,11/11/2015 0:00:00,,3.91,1.16,,E-211,E-284
10266,A-385,,9/7/2014 0:00:00,F,F,B-843,F,2015,In CS,,,18.66,,,A-136,B-843
10267,C-635,,9/7/2014 0:00:00,F,V,D-412,V,2015,In CS,,,4.00,,,A-714,D-412
10268,E-378,,9/8/2014 0:00:00,F,R,D-415,S,2015,Removed,,11/12/2019 0:00:00,4.00,,5.16,A-986,D-415
10269,C-181,,9/8/2014 0:00:00,M,V,E-204,V,2015,In CS,,,7.91,,,D-747,E-204
10270,E-375,,9/8/2014 0:00:00,M,S,E-266,S,2015,Dead,1/15/2016 0:00:00,,4.91,1.33,,B-023,E-266
10271,D-065,,9/9/2014 0:00:00,F,MM,A-066,nQQ,2015,In CS,,,16.75,,,C-882,A-066
10272,A-386,,9/9/2014 0:00:00,F,F,C-692,nQQ,2015,In CS,,,15.50,,,A-494,C-692
10273,B-275,,9/10/2014 0:00:00,F,S,D-313,S,2015,Dead,6/14/2016 0:00:00,,9.83,1.75,,B-481,D-313
10274,D-077,,9/10/2014 0:00:00,F,V,B-133,V,2015,Removed,,12/9/2015 0:00:00,5.91,,1.25,A-652,B-133
10275,A-833,,9/11/2014 0:00:00,F,S,B-623,S,2015,Removed,,11/1/2019 0:00:00,5.00,,5.16,B-097,B-623
10276,D-495,,9/11/2014 0:00:00,F,R,C-264,S,2015,Removed,,11/13/2019 0:00:00,11.75,,5.16,A-238,C-264
10277,B-724,,9/12/2014 0:00:00,F,S,D-592,S,2015,Removed,,10/25/2019 0:00:00,10.91,,5.08,A-251,D-592
10278,D-512,,9/12/2014 0:00:00,M,F,A-194,F,2015,In CS,,,9.91,,,B-852,A-194
10279,D-931,,9/12/2014 0:00:00,F,F,B-468,F,2015,In CS,,,10.66,,,B-548,B-468
10280,A-838,,9/12/2014 0:00:00,F,V,B-938,V,2015,Dead,12/1/2017 0:00:00,,9.91,3.25,,C-004,B-938
10281,D-050,,9/13/2014 0:00:00,M,R,A-204,R,2015,Removed,,12/9/2015 0:00:00,9.75,,1.25,C-442,A-204
10282,D-497,,9/15/2014 0:00:00,M,HH,D-418,HH,2015,Removed,,10/26/2016 0:00:00,4.00,,2.08,B-808,D-418
10283,D-948,,9/16/2014 0:00:00,F,MM,C-539,MM,2015,In CS,,,3.83,,,C-047,C-539
10284,E-386,,9/16/2014 0:00:00,F,F,D-303,F,2015,In CS,,,9.83,,,D-763,D-303
10285,A-389,,9/16/2014 0:00:00,F,R,A-192,R,2015,Dead,1/20/2016 0:00:00,,9.75,1.33,,B-875,A-192
10286,E-368,,9/17/2014 0:00:00,M,HH,A-075,HH,2015,Removed,,11/1/2016 0:00:00,10.66,,2.16,A-647,A-075
10287,A-824,,9/17/2014 0:00:00,M,R,C-863,R,2015,In CS,,,13.66,,,A-454,C-863
10288,C-172,,9/17/2014 0:00:00,F,R,B-363,R,2015,In CS,,,10.83,,,A-454,B-363
10289,A-380,,9/18/2014 0:00:00,F,F,B-040,F,2015,In CS,,,16.50,,,B-548,B-040
10290,D-071,,9/19/2014 0:00:00,F,V,A-731,V,2015,In CS,,,4.91,,,A-652,A-731
10291,C-171,,9/19/2014 0:00:00,M,R,D-356,R,2015,In CS,,,6.91,,,A-675,D-356
10292,D-485,,9/19/2014 0:00:00,F,KK,B-876,KK,2015,Dead,11/17/2015 0:00:00,,10.58,1.16,,D-237,B-876
10293,A-834,,9/19/2014 0:00:00,M,S,B-547,S,2015,Dead,3/4/2019 0:00:00,,8.75,4.50,,B-535,B-547
10294,E-881,,9/20/2014 0:00:00,M,S,B-105,S,2015,Dead,12/31/2014 0:00:00,,7.91,0.25,,B-548,B-105
10295,C-630,,9/20/2014 0:00:00,M,V,E-231,V,2015,In CS,,,6.66,,,D-747,E-231
10296,A-836,,9/21/2014 0:00:00,M,S,A-644,S,2015,Removed,,10/24/2019 0:00:00,8.83,,5.08,B-481,A-644
10297,E-372,,9/21/2014 0:00:00,M,F,A-744,R,2015,In CS,,,3.75,,,D-316,A-744
10298,D-067,,9/21/2014 0:00:00,M,F,C-743,V,2015,In CS,,,10.83,,,A-208,C-743
10299,E-367,,9/21/2014 0:00:00,F,HH,D-782,HH,2015,Removed,,12/2/2016 0:00:00,6.91,,2.25,D-237,D-782
10300,B-274,,9/22/2014 0:00:00,M,MM,E-205,F,2015,In CS,,,7.91,,,D-760,E-205
10301,C-612,,9/22/2014 0:00:00,F,HH,C-345,HH,2015,Removed,,10/19/2016 0:00:00,12.83,,2.08,E-071,C-345
10302,D-508,,9/23/2014 0:00:00,F,F,D-574,F,2015,In CS,,,21.66,,,E-100,D-574
10303,B-729,,9/23/2014 0:00:00,F,V,A-716,V,2015,In CS,,,4.83,,,A-652,A-716
10304,A-829,,9/23/2014 0:00:00,F,KK,D-227,KK,2015,Removed,,10/31/2018 0:00:00,15.66,,4.08,B-106,D-227
10305,D-489,,9/23/2014 0:00:00,M,KK,A-655,KK,2015,Removed,,10/17/2018 0:00:00,8.91,,4.08,A-503,A-655
10306,D-920,,9/24/2014 0:00:00,F,R,B-993,R,2015,In CS,,,8.75,,,A-986,B-993
10307,B-262,,9/24/2014 0:00:00,M,HH,A-925,HH,2015,Dead,12/3/2015 0:00:00,,17.75,1.25,,E-071,A-925
10308,D-499,,9/24/2014 0:00:00,F,R,C-322,R,2015,In CS,,,14.58,,,E-077,C-322
10309,C-638,,9/25/2014 0:00:00,M,HH,A-253,HH,2015,Removed,,12/8/2016 0:00:00,6.91,,2.25,A-647,A-253
10310,C-180,,9/26/2014 0:00:00,F,R,A-534,R,2015,Removed,,12/9/2015 0:00:00,10.75,,1.25,C-899,A-534
10311,E-883,,9/26/2014 0:00:00,F,R,B-953,R,2015,Dead,6/28/2015 0:00:00,,14.75,0.75,,C-442,B-953
10312,C-185,,9/26/2014 0:00:00,M,V,C-006,V,2015,Removed,,12/9/2015 0:00:00,8.75,,1.25,D-747,C-006
10313,D-066,,9/26/2014 0:00:00,M,F,D-402,R,2015,In CS,,,5.00,,,E-214,D-402
10314,B-737,,9/27/2014 0:00:00,F,R,B-011,R,2015,In CS,,,10.83,,,A-238,B-011
10315,B-735,,9/27/2014 0:00:00,M,V,A-640,F,2015,In CS,,,9.83,,,D-747,A-640
10316,B-731,,9/27/2014 0:00:00,M,V,C-456,V,2015,Dead,10/19/2017 0:00:00,,8.83,3.08,,A-652,C-456
10317,A-399,,9/27/2014 0:00:00,M,S,E-136,S,2015,Removed,,10/23/2019 0:00:00,12.66,,5.08,B-875,E-136
10318,C-184,,9/30/2014 0:00:00,F,V,A-538,V,2015,Removed,,12/9/2015 0:00:00,19.66,,1.25,D-179,A-538
10319,C-634,,10/1/2014 0:00:00,F,V,B-134,V,2015,In CS,,,5.91,,,B-389,B-134
10320,A-821,,10/3/2014 0:00:00,M,HH,C-722,HH,2015,Dead,12/1/2016 0:00:00,,11.75,2.16,,B-106,C-722
10321,C-187,,10/3/2014 0:00:00,M,V,D-268,F,2015,In CS,,,16.83,,,D-179,D-268
10322,C-615,,10/4/2014 0:00:00,M,R,D-229,R,2015,In CS,,,14.91,,,B-972,D-229
10323,C-188,,10/4/2014 0:00:00,F,V,A-696,V,2015,Dead,2/25/2019 0:00:00,,6.00,4.33,,C-004,A-696
10324,D-058,,10/5/2014 0:00:00,M,R,C-016,S,2015,Dead,11/15/2017 0:00:00,,7.75,3.08,,B-570,C-016
10325,E-885,,10/5/2014 0:00:00,F,S,E-161,S,2015,Dead,10/13/2015 0:00:00,,10.91,1.00,,E-065,E-161
10326,C-632,,10/6/2014 0:00:00,M,V,C-478,V,2015,In CS,,,6.75,,,D-179,C-478
10327,A-837,,10/6/2014 0:00:00,M,V,C-307,F,2015,In CS,,,9.91,,,A-652,C-307
10328,B-263,,10/6/2014 0:00:00,M,KK,C-892,KK,2015,Removed,,11/6/2018 0:00:00,9.00,,4.08,C-921,C-892
10329,D-060,,10/6/2014 0:00:00,M,F,C-450,F,2015,In CS,,,8.91,,,A-494,C-450
10330,A-398,,10/6/2014 0:00:00,F,S,A-277,S,2015,Dead,5/24/2016 0:00:00,,6.08,1.58,,D-753,A-277
10331,D-926,,10/7/2014 0:00:00,M,R,D-310,R,2015,In CS,,,10.00,,,A-454,D-310
10332,D-503,,10/7/2014 0:00:00,F,R,A-684,R,2015,In CS,,,6.83,,,E-077,A-684
10333,B-277,,10/7/2014 0:00:00,F,S,B-082,S,2015,In CS,,,9.00,,,B-548,B-082
10334,E-387,,10/8/2014 0:00:00,F,F,C-354,F,2015,In CS,,,18.66,,,A-709,C-354
10335,D-934,,10/9/2014 0:00:00,F,KK,C-339,KK,2015,Removed,,12/4/2018 0:00:00,15.91,,4.16,D-237,C-339
10336,D-930,,10/12/2014 0:00:00,M,MM,A-706,F,2015,In CS,,,5.83,,,C-047,A-706
10337,C-624,,10/14/2014 0:00:00,F,F,C-376,F,2015,In CS,,,17.66,,,A-208,C-376
10338,C-617,,10/15/2014 0:00:00,M,HH,E-074,HH,2015,Removed,,11/1/2016 0:00:00,11.91,,2.08,E-071,E-074
10339,C-169,,10/22/2014 0:00:00,M,KK,E-271,KK,2015,Removed,,10/31/2018 0:00:00,5.08,,4.00,D-237,E-271
10340,D-484,,10/25/2014 0:00:00,M,HH,A-567,HH,2015,Removed,,11/1/2016 0:00:00,12.91,,2.08,B-852,A-567
10341,B-271,,10/27/2014 0:00:00,M,V,C-010,V,2015,Dead,2/16/2016 0:00:00,,8.91,1.33,,C-004,C-010
10342,A-831,,11/8/2014 0:00:00,M,S,D-388,S,2015,Removed,,10/31/2019 0:00:00,5.00,,4.91,A-680,D-388
10343,E-363,,11/8/2014 0:00:00,F,R,D-361,S,2015,Dead,10/13/2017 0:00:00,,7.16,2.91,,E-077,D-361
10344,D-513,,11/9/2014 0:00:00,M,R,C-051,R,2015,Dead,4/28/2020 0:00:00,,6.08,5.41,,D-622,C-051
10345,D-070,,11/10/2014 0:00:00,F,V,C-266,V,2015,In CS,,,10.00,,,C-004,C-266
10346,B-273,,11/25/2014 0:00:00,M,V,A-502,V,2015,Removed,,12/9/2015 0:00:00,17.83,,1.08,C-698,A-502
10347,E-376,,12/9/2014 0:00:00,F,S,B-102,S,2015,Removed,,12/3/2019 0:00:00,8.08,,5.00,A-454,B-102
10348,A-839,,12/15/2014 0:00:00,M,V,E-152,V,2015,In CS,,,16.08,,,D-179,E-152
10349,D-074,,12/25/2014 0:00:00,M,R,D-257,S,2015,Removed,,11/8/2019 0:00:00,11.16,,4.91,E-077,D-257
10350,D-925,,1/8/2015 0:00:00,F,R,C-454,R,2015,In CS,,,9.16,,,E-077,C-454
10351,D-965,,5/30/2015 0:00:00,F,F,C-499,F,2016,In CS,,,6.66,,,A-268,C-499
10352,A-841,,6/22/2015 0:00:00,F,HH,E-268,HH,2016,Removed,,10/19/2016 0:00:00,5.58,,1.33,D-374,E-268
10353,D-519,,6/24/2015 0:00:00,M,F,B-163,F,2016,In CS,,,5.75,,,A-208,B-163
10354,E-391,,6/27/2015 0:00:00,F,F,D-788,F,2016,In CS,,,7.66,,,C-959,D-788
10355,B-310,,6/29/2015 0:00:00,M,KK,A-298,KK,2016,Dead,6/1/2017 0:00:00,,5.58,2.00,,B-101,A-298
10356,A-869,,6/30/2015 0:00:00,M,HH,C-077,HH,2016,Dead,12/2/2016 0:00:00,,5.75,1.50,,C-007,C-077
10357,B-307,,7/1/2015 0:00:00,F,HH,C-365,HH,2016,Dead,11/16/2016 0:00:00,,13.58,1.33,,B-152,C-365
10358,E-887,,7/2/2015 0:00:00,F,S,A-309,S,2016,Removed,,11/12/2015 0:00:00,4.75,,0.33,D-753,A-309
10359,E-909,,7/2/2015 0:00:00,M,KK,D-409,KK,2016,Removed,,11/18/2015 0:00:00,4.66,,0.33,B-916,D-409
10360,A-854,,7/3/2015 0:00:00,F,R,A-246,R,2016,In CS,,,7.83,,,B-612,A-246
10361,C-655,,7/4/2015 0:00:00,M,HH,C-099,HH,2016,Removed,,11/1/2016 0:00:00,4.83,,1.33,B-808,C-099
10362,A-851,,7/4/2015 0:00:00,F,R,C-977,R,2016,In CS,,,4.83,,,B-614,C-977
10363,A-419,,7/5/2015 0:00:00,F,R,B-622,R,2016,In CS,,,5.83,,,C-501,B-622
10364,B-746,,7/7/2015 0:00:00,M,R,D-730,R,2016,In CS,,,16.50,,,B-614,D-730
10365,B-765,,7/7/2015 0:00:00,M,KK,E-262,KK,2016,In CS,,,6.83,,,B-101,E-262
10366,C-641,,7/7/2015 0:00:00,M,R,B-139,S,2016,Removed,,10/24/2019 0:00:00,6.50,,4.25,E-050,B-139
10367,C-193,,7/7/2015 0:00:00,F,S,C-064,S,2016,Removed,,12/11/2019 0:00:00,5.83,,4.41,B-097,C-064
10368,B-289,,7/8/2015 0:00:00,F,S,E-210,S,2016,Removed,,11/1/2019 0:00:00,8.75,,4.33,D-345,E-210
10369,C-209,,7/8/2015 0:00:00,F,HH,A-209,HH,2016,Dead,11/1/2016 0:00:00,,10.66,1.33,,B-808,A-209
10370,B-282,,7/8/2015 0:00:00,M,R,B-605,S,2016,Removed,,10/25/2019 0:00:00,6.75,,4.25,B-612,B-605
10371,C-202,,7/8/2015 0:00:00,F,HH,D-847,HH,2016,Removed,,11/1/2016 0:00:00,4.75,,1.33,B-106,D-847
10372,A-848,,7/8/2015 0:00:00,F,S,C-506,S,2016,Removed,,10/30/2019 0:00:00,6.66,,4.25,E-139,C-506
10373,B-759,,7/9/2015 0:00:00,F,F,C-003,F,2016,In CS,,,9.75,,,C-959,C-003
10374,D-089,,7/10/2015 0:00:00,M,KK,B-979,KK,2016,Removed,,10/31/2018 0:00:00,11.66,,3.25,B-106,B-979
10375,B-293,,7/10/2015 0:00:00,F,R,A-231,R,2016,Dead,1/18/2017 0:00:00,,8.66,1.50,,B-108,A-231
10376,C-214,,7/11/2015 0:00:00,F,KK,C-909,KK,2016,In CS,,,8.66,,,B-101,C-909
10377,B-306,,7/11/2015 0:00:00,M,F,C-533,F,2016,In CS,,,4.83,,,B-165,C-533
10378,E-397,,7/11/2015 0:00:00,M,F,C-849,F,2016,Removed,,10/27/2016 0:00:00,11.50,,1.25,B-834,C-849
10379,E-911,,7/12/2015 0:00:00,M,HH,D-421,HH,2016,Dead,5/4/2016 0:00:00,,4.75,0.83,,C-007,D-421
10380,A-402,,7/13/2015 0:00:00,F,MM,A-769,nQQ,2016,In CS,,,3.83,,,B-152,A-769
10381,D-533,,7/13/2015 0:00:00,M,F,B-207,F,2016,In CS,,,3.83,,,B-165,B-207
10382,A-428,,7/13/2015 0:00:00,F,F,E-187,F,2016,In CS,,,10.83,,,C-047,E-187
10383,C-200,,7/14/2015 0:00:00,F,S,C-964,S,2016,In CS,,,5.75,,,D-812,C-964
10384,D-951,,7/15/2015 0:00:00,F,V,B-154,V,2016,In CS,,,5.83,,,C-698,B-154
10385,B-762,,7/15/2015 0:00:00,M,KK,C-019,KK,2016,Removed,,11/27/2018 0:00:00,8.83,,3.33,D-237,C-019
10386,C-647,,7/17/2015 0:00:00,M,R,B-191,R,2016,In CS,,,3.91,,,C-053,B-191
10387,D-082,,7/17/2015 0:00:00,F,R,A-754,R,2016,In CS,,,3.91,,,C-510,A-754
10388,D-090,,7/17/2015 0:00:00,M,V,D-986,V,2016,In CS,,,11.66,,,A-698,D-986
10389,D-093,,7/18/2015 0:00:00,M,V,A-715,V,2016,In CS,,,5.83,,,B-100,A-715
10390,E-893,,7/18/2015 0:00:00,M,KK,A-974,KK,2016,Dead,7/23/2015 0:00:00,,11.58,0.00,,B-101,A-974
10391,B-754,,7/18/2015 0:00:00,M,F,A-255,F,2016,In CS,,,7.75,,,B-129,A-255
10392,D-081,,7/18/2015 0:00:00,M,R,B-121,R,2016,In CS,,,7.66,,,A-454,B-121
10393,E-915,,7/19/2015 0:00:00,M,R,D-858,R,2016,Removed,,12/1/2015 0:00:00,4.75,,0.41,D-755,D-858
10394,B-760,,7/19/2015 0:00:00,F,HH,D-344,HH,2016,Removed,,11/17/2016 0:00:00,7.75,,1.33,B-106,D-344
10395,D-530,,7/19/2015 0:00:00,F,KK,A-285,KK,2016,Removed,,10/31/2018 0:00:00,5.75,,3.25,B-916,A-285
10396,B-761,,7/20/2015 0:00:00,F,MM,C-895,F,2016,In CS,,,9.58,,,A-709,C-895
10397,A-846,,7/20/2015 0:00:00,M,R,C-036,R,2016,Dead,10/19/2016 0:00:00,,7.66,1.25,,D-345,C-036
10398,A-413,,7/20/2015 0:00:00,M,R,C-065,R,2016,In CS,,,5.83,,,D-778,C-065
10399,B-766,,7/20/2015 0:00:00,M,KK,D-853,KK,2016,Removed,,10/31/2018 0:00:00,4.83,,3.25,E-077,D-853
10400,E-405,,7/21/2015 0:00:00,M,F,E-316,R,2016,In CS,,,3.83,,,B-165,E-316
10401,E-407,,7/22/2015 0:00:00,M,F,B-552,F,2016,In CS,,,9.75,,,E-238,B-552
10402,A-861,,7/22/2015 0:00:00,F,MM,B-037,F,2016,In CS,,,18.50,,,A-682,B-037
10403,B-764,,7/22/2015 0:00:00,M,KK,C-976,KK,2016,Removed,,10/31/2018 0:00:00,4.83,,3.25,C-525,C-976
10404,A-410,,7/22/2015 0:00:00,F,R,A-232,R,2016,In CS,,,8.58,,,D-755,A-232
10405,A-420,,7/22/2015 0:00:00,F,MM,B-112,MM,2016,In CS,,,8.83,,,C-882,B-112
10406,B-303,,7/23/2015 0:00:00,F,F,E-260,F,2016,In CS,,,6.75,,,D-773,E-260
10407,E-904,,7/23/2015 0:00:00,M,KK,C-721,KK,2016,Dead,12/31/2016 0:00:00,,13.50,1.41,,B-548,C-721
10408,C-216,,7/24/2015 0:00:00,F,KK,A-741,KK,2016,Removed,,10/31/2018 0:00:00,4.83,,3.25,A-699,A-741
10409,D-524,,7/24/2015 0:00:00,M,F,B-186,F,2016,In CS,,,4.83,,,D-365,B-186
10410,B-744,,7/24/2015 0:00:00,F,S,D-866,S,2016,Removed,,12/5/2019 0:00:00,3.75,,4.41,B-852,D-866
10411,D-960,,7/24/2015 0:00:00,F,KK,C-679,KK,2016,Removed,,11/7/2018 0:00:00,13.58,,3.33,D-237,C-679
10412,D-083,,7/24/2015 0:00:00,F,F,D-585,F,2016,In CS,,,15.41,,,A-208,D-585
10413,E-410,,7/24/2015 0:00:00,M,F,D-838,F,2016,In CS,,,5.58,,,E-214,D-838
10414,B-305,,7/25/2015 0:00:00,F,V,C-075,V,2016,In CS,,,5.83,,,C-023,C-075
10415,A-421,,7/25/2015 0:00:00,F,V,A-290,V,2016,In CS,,,5.75,,,A-689,A-290
10416,E-406,,7/25/2015 0:00:00,M,F,C-760,F,2016,Dead,11/4/2020 0:00:00,,14.58,5.33,,B-167,C-760
10417,D-526,,7/25/2015 0:00:00,F,F,B-843,F,2016,In CS,,,19.50,,,E-214,B-843
10418,A-422,,7/25/2015 0:00:00,F,V,D-655,V,2016,Dead,11/29/2016 0:00:00,,11.75,1.33,,A-689,D-655
10419,B-308,,7/25/2015 0:00:00,F,F,C-890,F,2016,In CS,,,9.41,,,D-763,C-890
10420,A-866,,7/26/2015 0:00:00,F,F,B-073,F,2016,In CS,,,10.66,,,C-047,B-073
10421,D-518,,7/26/2015 0:00:00,M,MM,E-283,MM,2016,In CS,,,4.75,,,A-136,E-283
10422,B-288,,7/26/2015 0:00:00,F,R,C-682,S,2016,Removed,,10/30/2019 0:00:00,11.66,,4.25,D-345,C-682
10423,A-415,,7/26/2015 0:00:00,M,R,A-676,R,2016,In CS,,,8.75,,,C-053,A-676
10424,E-404,,7/26/2015 0:00:00,F,F,A-730,F,2016,In CS,,,5.75,,,C-047,A-730
10425,A-840,,7/26/2015 0:00:00,M,HH,B-091,HH,2016,Removed,,10/19/2016 0:00:00,9.58,,1.25,B-106,B-091
10426,A-404,,7/27/2015 0:00:00,F,HH,C-446,HH,2016,Removed,,10/18/2016 0:00:00,9.75,,1.25,B-980,C-446
10427,B-751,,7/27/2015 0:00:00,M,F,D-750,F,2016,In CS,,,9.75,,,B-129,D-750
10428,B-291,,7/27/2015 0:00:00,M,R,C-085,R,2016,In CS,,,4.75,,,D-778,C-085
10429,E-902,,7/27/2015 0:00:00,F,R,C-545,R,2016,Removed,,12/15/2015 0:00:00,4.75,,0.41,C-942,C-545
10430,B-284,,7/27/2015 0:00:00,F,R,A-205,R,2016,In CS,,,10.75,,,B-614,A-205
10431,C-656,,7/28/2015 0:00:00,M,V,B-568,V,2016,In CS,,,8.50,,,B-151,B-568
10432,A-856,,7/28/2015 0:00:00,F,R,A-677,R,2016,In CS,,,8.66,,,A-454,A-677
10433,C-659,,7/28/2015 0:00:00,M,V,C-307,V,2016,Dead,5/25/2017 0:00:00,,10.66,1.83,,A-488,C-307
10434,A-842,,7/28/2015 0:00:00,F,F,C-281,F,2016,In CS,,,14.58,,,D-365,C-281
10435,E-409,,7/28/2015 0:00:00,M,F,E-314,F,2016,In CS,,,3.91,,,D-389,E-314
10436,A-405,,7/29/2015 0:00:00,F,HH,D-255,HH,2016,Removed,,10/18/2016 0:00:00,12.50,,1.25,E-071,D-255
10437,E-912,,7/29/2015 0:00:00,F,F,D-443,F,2016,Removed,,12/4/2015 0:00:00,3.83,,0.41,C-959,D-443
10438,D-966,,7/29/2015 0:00:00,M,KK,E-048,KK,2016,Removed,,10/31/2018 0:00:00,14.58,,3.25,E-265,E-048
10439,C-211,,7/29/2015 0:00:00,F,KK,B-095,KK,2016,In CS,,,9.66,,,B-101,B-095
10440,A-849,,7/29/2015 0:00:00,F,R,C-039,R,2016,In CS,,,7.83,,,E-077,C-039
10441,E-908,,7/30/2015 0:00:00,M,F,D-342,F,2016,Dead,7/28/2016 0:00:00,,8.83,1.00,,D-762,D-342
10442,E-392,,7/30/2015 0:00:00,F,F,A-735,F,2016,In CS,,,5.75,,,A-709,A-735
10443,E-910,,7/31/2015 0:00:00,M,F,D-416,F,2016,Removed,,11/20/2015 0:00:00,4.83,,0.33,B-165,D-416
10444,B-301,,8/1/2015 0:00:00,F,MM,D-983,F,2016,In CS,,,13.75,,,C-882,D-983
10445,C-192,,8/2/2015 0:00:00,F,R,E-293,R,2016,In CS,,,4.83,,,B-614,E-293
10446,E-889,,8/2/2015 0:00:00,F,V,A-324,V,2016,Dead,8/2/2015 0:00:00,,3.91,0.00,,D-359,A-324
10447,E-896,,8/2/2015 0:00:00,M,F,B-789,F,2016,Dead,2/8/2016 0:00:00,,15.66,0.50,,E-071,B-789
10448,B-300,,8/2/2015 0:00:00,F,F,C-450,F,2016,In CS,,,9.75,,,D-773,C-450
10449,A-427,,8/2/2015 0:00:00,M,HH,C-074,HH,2016,Dead,11/30/2016 0:00:00,,5.91,1.25,,C-497,C-074
10450,C-642,,8/3/2015 0:00:00,F,S,C-431,S,2016,In CS,,,10.75,,,B-952,C-431
10451,D-967,,8/3/2015 0:00:00,F,S,A-644,S,2016,In CS,,,9.75,,,A-238,A-644
10452,D-961,,8/3/2015 0:00:00,F,F,E-221,F,2016,In CS,,,8.83,,,C-916,E-221
