ID,UniCode,FounderCode,DateOfBirth,Sex,BirthGroup,MomUnicode,CurrentGroup,BirthSeason,Status,DateOfDeath,DateOfRemove,AgeOfDelivery,AgeOfDOD,AgeOfRemove,SireUniCode,DamUniCode
187,K-722,Q1067,4/24/1964 0:00:00,M,A,Q1067,nJ,1964,Removed,,1/1/1965 0:00:00,13.25,,0.75,,
188,G-954,Q1067,4/9/1965 0:00:00,M,J,Q1067,dz**,1965,DEAD,10/10/1973 0:00:00,,14.25,8.50,,,
189,K-548,Q1067,5/12/1966 0:00:00,F,J,Q1067,dm,1966,DEAD,6/24/1968 0:00:00,,15.33,2.08,,,
190,G-122,Q1067,2/14/1968 0:00:00,M,J,Q1067,rs**,1968,Removed,,1/15/1985 0:00:00,17.08,,16.91,,
191,G-458,Q1066,1/1/1957 0:00:00,F,U,Q1066,dz***,1957,DEAD,3/7/1977 0:00:00,,6.00,20.16,,,
192,K-705,Q1066,2/5/1964 0:00:00,F,I,Q1066,du**,1964,DEAD,2/10/1973 0:00:00,,13.08,9.00,,,
193,K-341,Q1065,1/1/1956 0:00:00,F,U,Q1065,dm,1956,DEAD,9/24/1964 0:00:00,,5.00,8.66,,,
194,I-224,Q1065,5/21/1957 0:00:00,U,U,Q1065,dm,1957,DEAD,7/23/1957 0:00:00,,6.33,0.16,,,
195,G-467,Q1065,2/10/1959 0:00:00,F,U,Q1065,du,1959,DEAD,7/14/1972 0:00:00,,8.08,13.41,,,
196,I-238,Q1065,3/2/1960 0:00:00,U,A,Q1065,d,1960,DEAD,3/2/1960 0:00:00,,9.16,0.00,,,
197,J-893,Q1065,2/21/1961 0:00:00,F,A,Q1065,d,1961,DEAD,10/9/1964 0:00:00,,10.08,3.66,,,
198,K-800,Q1065,4/20/1962 0:00:00,M,A,Q1065,r,1962,Removed,,10/10/1963 0:00:00,11.25,,1.50,,
199,K-818,Q1065,3/21/1963 0:00:00,F,A,Q1065,rb,1963,Removed,,11/5/1971 0:00:00,12.16,,8.66,,
200,G-905,Q1065,1/15/1965 0:00:00,M,A,Q1065,rc,1965,Removed,,12/2/1968 0:00:00,14.00,,3.91,,
201,G-004,Q1065,2/18/1966 0:00:00,F,A,Q1065,du,1966,DEAD,3/16/1971 0:00:00,,15.08,5.08,,,
202,F-896,Q1065,7/1/1967 0:00:00,M,A,Q1065,dm,1967,DEAD,3/24/1969 0:00:00,,16.50,1.66,,,
203,G-353,Q1065,6/4/1968 0:00:00,F,A,Q1065,rs**,1968,Removed,,8/14/1972 0:00:00,17.41,,4.16,,
204,G-674,Q1064,4/5/1959 0:00:00,M,U,Q1064,rs**,1959,Removed,,2/10/1972 0:00:00,4.25,,12.83,,
205,I-237,Q1064,4/24/1960 0:00:00,F,C,Q1064,d,1960,DEAD,1/4/1961 0:00:00,,5.25,0.75,,,
206,I-264,Q1064,4/3/1962 0:00:00,U,C,Q1064,d,1962,DEAD,4/3/1962 0:00:00,,7.25,0.00,,,
207,K-835,Q1064,1/27/1963 0:00:00,F,C,Q1064,rc,1963,Removed,,12/16/1968 0:00:00,8.00,,5.91,,
208,H-110,Q1064,3/9/1964 0:00:00,F,C,Q1064,rc,1964,Removed,,12/16/1968 0:00:00,9.16,,4.75,,
209,G-639,Q1064,3/10/1965 0:00:00,F,C,Q1064,rc,1965,Removed,,12/16/1968 0:00:00,10.16,,3.75,,
210,K-696,Q1064,2/21/1966 0:00:00,F,C,Q1064,rc,1966,Removed,,3/26/1969 0:00:00,11.08,,3.08,,
211,I-410,Q1064,2/19/1968 0:00:00,F,C,Q1064,rc,1968,Removed,,12/16/1968 0:00:00,13.08,,0.83,,
212,G-783,Q1062,3/19/1959 0:00:00,M,U,Q1062,du**,1959,DEAD,9/6/1973 0:00:00,,4.16,14.50,,,
213,K-727,Q1062,4/3/1960 0:00:00,F,A,Q1062,dm,1960,DEAD,9/8/1969 0:00:00,,5.25,9.41,,,
214,J-873,Q1062,3/4/1961 0:00:00,M,A,Q1062,d,1961,DEAD,7/27/1967 0:00:00,,6.16,6.33,,,
215,I-263,Q1062,3/24/1962 0:00:00,F,A,Q1062,dm,1962,DEAD,9/11/1962 0:00:00,,7.16,0.50,,,
216,I-281,Q1062,3/4/1963 0:00:00,M,A,Q1062,dm,1963,DEAD,7/13/1963 0:00:00,,8.16,0.33,,,
217,K-404,Q1061,2/28/1957 0:00:00,F,U,Q1061,rs**,1957,Removed,,9/27/1972 0:00:00,6.08,,15.58,,
218,G-459,Q1061,3/18/1958 0:00:00,M,U,Q1061,rc,1958,Removed,,12/16/1968 0:00:00,7.16,,10.75,,
219,K-339,Q1060,1/1/1956 0:00:00,F,U,Q1060,d**,1956,DEAD,3/15/1964 0:00:00,,5.00,8.16,,,
220,K-389,Q1060,1/1/1957 0:00:00,F,U,Q1060,dm,1957,DEAD,4/24/1958 0:00:00,,6.00,1.25,,,
221,K-338,Q1059,1/1/1956 0:00:00,F,U,Q1059,du**,1956,DEAD,3/1/1968 0:00:00,,5.00,12.16,,,
222,J-762,Q1059,3/10/1959 0:00:00,M,U,Q1059,rs**,1959,Removed,,7/31/1972 0:00:00,8.16,,13.33,,
223,I-236,Q1059,3/21/1960 0:00:00,M,A,Q1059,d,1960,DEAD,1/1/1961 0:00:00,,9.16,0.83,,,
224,K-068,Q1059,3/6/1961 0:00:00,M,A,Q1059,rk**,1961,Removed,,3/20/1972 0:00:00,10.16,,11.00,,
225,K-597,Q1059,4/7/1962 0:00:00,F,A,Q1059,rb,1962,Removed,,11/5/1971 0:00:00,11.25,,9.58,,
226,I-280,Q1059,3/13/1963 0:00:00,M,A,Q1059,dm,1963,DEAD,8/7/1964 0:00:00,,12.16,1.41,,,
227,G-994,Q1059,2/28/1964 0:00:00,M,A,Q1059,dz**,1964,DEAD,10/17/1973 0:00:00,,13.08,9.66,,,
228,J-915,Q1059,3/9/1965 0:00:00,M,A,Q1059,du,1965,DEAD,12/21/1992 0:00:00,,14.16,27.75,,,
229,G-007,Q1059,3/11/1966 0:00:00,F,A,Q1059,rs,1966,Removed,,11/5/1971 0:00:00,15.16,,5.66,,
230,F-907,Q1059,3/11/1967 0:00:00,M,A,Q1059,rb,1967,Removed,,11/5/1971 0:00:00,16.16,,4.66,,
231,F-637,Q1059,4/9/1969 0:00:00,M,A,Q1059,rp,1969,Removed,,11/5/1971 0:00:00,18.25,,2.58,,
232,G-463,Q1058,3/21/1958 0:00:00,F,U,Q1058,re**,1958,Removed,,6/25/1966 0:00:00,4.16,,8.25,,
233,G-682,Q1058,3/1/1959 0:00:00,M,U,Q1058,d,1959,DEAD,2/1/1962 0:00:00,,5.16,2.91,,,
234,H-211,Q1058,3/22/1960 0:00:00,F,G,Q1058,re,1960,Removed,,6/25/1966 0:00:00,6.16,,6.25,,
235,K-080,Q1058,4/13/1961 0:00:00,F,H,Q1058,re,1961,Removed,,6/25/1966 0:00:00,7.25,,5.16,,
236,K-814,Q1058,3/14/1963 0:00:00,F,H,Q1058,re**,1963,Removed,,6/25/1966 0:00:00,9.16,,3.25,,
237,K-715,Q1058,3/26/1964 0:00:00,F,H,Q1058,re,1964,Removed,,6/25/1966 0:00:00,10.16,,2.25,,
238,I-313,Q1058,7/29/1965 0:00:00,U,H,Q1058,dm,1965,DEAD,8/4/1965 0:00:00,,11.50,0.08,,,
239,I-336,Q1058,2/16/1966 0:00:00,F,H,Q1058,re,1966,Removed,,6/25/1966 0:00:00,12.08,,0.33,,
240,J-977,Q1057,4/15/1959 0:00:00,F,U,Q1057,du,1959,DEAD,10/7/1968 0:00:00,,8.25,9.50,,,
241,H-217,Q1057,5/28/1960 0:00:00,F,A,Q1057,rb,1960,Removed,,11/5/1971 0:00:00,9.33,,11.50,,
242,K-337,Q1056,1/1/1956 0:00:00,M,U,Q1056,rs,1956,Removed,,1/1/1982 0:00:00,5.00,,26.00,,
243,J-972,Q1056,1/1/1957 0:00:00,M,U,Q1056,r,1957,Removed,,11/14/1963 0:00:00,6.00,,6.83,,
244,G-686,Q1056,1/1/1958 0:00:00,M,U,Q1056,r,1958,Removed,,10/29/1963 0:00:00,7.00,,5.75,,
245,J-974,Q1056,3/5/1959 0:00:00,F,U,Q1056,du**,1959,DEAD,9/23/1967 0:00:00,,8.16,8.50,,,
246,H-210,Q1056,3/9/1960 0:00:00,F,F,Q1056,r,1960,Removed,,9/13/1961 0:00:00,9.16,,1.50,,
247,J-876,Q1056,2/27/1961 0:00:00,F,F,Q1056,dm,1961,DEAD,2/16/1967 0:00:00,,10.08,6.00,,,
248,K-227,Q1056,3/26/1962 0:00:00,M,F,Q1056,du,1962,DEAD,8/1/1968 0:00:00,,11.16,6.41,,,
249,K-832,Q1056,3/8/1963 0:00:00,M,F,Q1056,rc,1963,Removed,,5/5/1969 0:00:00,12.16,,6.16,,
250,K-724,Q1056,2/12/1964 0:00:00,F,F,Q1056,rs**,1964,Removed,,1/11/1984 0:00:00,13.08,,19.91,,
251,G-508,Q1056,4/18/1965 0:00:00,M,F,Q1056,du**,1965,DEAD,12/10/1979 0:00:00,,14.25,14.66,,,
252,K-177,Q1056,3/17/1966 0:00:00,M,F,Q1056,rk**,1966,Removed,,2/11/1972 0:00:00,15.16,,5.91,,
253,F-402,Q1056,3/27/1967 0:00:00,F,F,Q1056,dw**,1967,DEAD,3/14/1978 0:00:00,,16.16,11.00,,,
254,B-051,Q1056,1/10/1970 0:00:00,F,F,Q1056,F,1970,Dead,2/20/1974 0:00:00,,19.00,4.08,,,
255,F-802,Q1056,3/3/1972 0:00:00,M,F,Q1056,rs**,1972,Removed,,1/16/1984 0:00:00,21.16,,11.83,,
256,K-115,Q1055,5/19/1960 0:00:00,M,C,Q1055,r,1960,Removed,,7/24/1961 0:00:00,5.33,,1.16,,
257,K-226,Q1055,2/20/1962 0:00:00,M,C,Q1055,r,1962,Removed,,10/7/1963 0:00:00,7.08,,1.66,,
258,K-820,Q1055,2/17/1963 0:00:00,M,C,Q1055,rk**,1963,Removed,,4/10/1972 0:00:00,8.08,,9.16,,
259,K-300,Q1055,4/15/1964 0:00:00,F,C,Q1055,rc,1964,Removed,,2/10/1969 0:00:00,9.25,,4.83,,
260,I-312,Q1055,3/24/1965 0:00:00,M,C,Q1055,dm,1965,DEAD,5/5/1966 0:00:00,,10.16,1.16,,,
261,K-785,Q1055,4/29/1966 0:00:00,M,C,Q1055,rs,1966,Removed,,3/6/1973 0:00:00,11.25,,6.91,,
262,F-903,Q1055,3/3/1967 0:00:00,M,C,Q1055,rc,1967,Removed,,12/2/1968 0:00:00,12.16,,1.75,,
263,I-482,Q1055,1/31/1969 0:00:00,M,C,Q1055,r,1969,Removed,,3/27/1969 0:00:00,14.00,,0.16,,
264,K-075,Q1054,3/10/1960 0:00:00,F,C,Q1054,rc,1960,Removed,,12/16/1968 0:00:00,4.16,,8.75,,
265,J-790,Q1054,4/20/1961 0:00:00,M,C,Q1054,r,1961,Removed,,4/25/1962 0:00:00,5.25,,1.00,,
266,K-577,Q1054,4/18/1962 0:00:00,F,C,Q1054,rc,1962,Removed,,3/12/1969 0:00:00,6.25,,6.91,,
267,K-112,Q1054,4/12/1963 0:00:00,M,C,Q1054,d,1963,DEAD,4/12/1963 0:00:00,,7.25,0.00,,,
268,H-118,Q1054,4/24/1964 0:00:00,F,C,Q1054,rc,1964,Removed,,3/11/1969 0:00:00,8.25,,4.91,,
269,J-863,Q1054,4/11/1965 0:00:00,F,C,Q1054,rc,1965,Removed,,3/4/1969 0:00:00,9.25,,3.91,,
270,K-772,Q1054,4/11/1966 0:00:00,M,C,Q1054,rc,1966,Removed,,2/4/1969 0:00:00,10.25,,2.83,,
271,F-787,Q1054,4/16/1967 0:00:00,F,C,Q1054,rc,1967,Removed,,1/13/1969 0:00:00,11.25,,1.75,,
272,I-409,Q1054,6/30/1968 0:00:00,F,C,Q1054,rc,1968,Removed,,12/17/1968 0:00:00,12.41,,0.50,,
273,G-886,Q1053,1/1/1956 0:00:00,F,U,Q1053,do***,1956,DEAD,1/7/1979 0:00:00,,5.00,23.00,,,
274,G-892,Q1053,1/1/1958 0:00:00,M,U,Q1053,d**,1958,DEAD,9/24/1964 0:00:00,,7.00,6.66,,,
275,G-897,Q1053,4/6/1959 0:00:00,M,U,Q1053,rc,1959,Removed,,5/5/1969 0:00:00,8.25,,10.08,,
276,J-895,Q1053,3/28/1960 0:00:00,F,F,Q1053,du**,1960,DEAD,10/10/1972 0:00:00,,9.16,12.58,,,
277,J-878,Q1053,3/5/1961 0:00:00,F,F,Q1053,du,1961,DEAD,7/8/1968 0:00:00,,10.16,7.33,,,
278,G-564,Q1052,1/30/1959 0:00:00,F,U,Q1052,d,1959,DEAD,6/25/1964 0:00:00,,8.00,5.41,,,
279,K-215,Q1052,1/23/1961 0:00:00,M,C,Q1052,rs**,1961,Removed,,11/5/1971 0:00:00,10.00,,10.83,,
280,I-279,Q1052,2/1/1963 0:00:00,M,C,Q1052,db,1963,DEAD,3/12/1963 0:00:00,,12.08,0.08,,,
281,G-574,Q1051,1/1/1957 0:00:00,M,U,Q1051,r,1957,Removed,,11/28/1962 0:00:00,2.00,,5.83,,
282,I-229,Q1051,2/23/1959 0:00:00,F,U,Q1051,d,1959,DEAD,11/27/1959 0:00:00,,4.08,0.75,,,
283,H-208,Q1051,2/28/1960 0:00:00,F,A,Q1051,d**,1960,DEAD,3/6/1964 0:00:00,,5.08,4.08,,,
284,K-083,Q1051,2/17/1961 0:00:00,F,A,Q1051,du**,1961,DEAD,4/8/1968 0:00:00,,6.08,7.16,,,
285,K-574,Q1051,3/26/1962 0:00:00,F,A,Q1051,do,1962,DEAD,12/8/1969 0:00:00,,7.16,7.75,,,
286,K-336,Q1050,1/1/1956 0:00:00,M,U,Q1050,dc**,1956,DEAD,12/18/1971 0:00:00,,3.00,15.91,,,
287,G-775,Q1050,3/30/1958 0:00:00,F,U,Q1050,d,1958,DEAD,7/1/1959 0:00:00,,5.16,1.33,,,
288,J-976,Q1050,7/1/1959 0:00:00,F,U,Q1050,r,1959,Removed,,2/19/1960 0:00:00,6.50,,0.58,,
289,J-887,Q1050,2/2/1961 0:00:00,M,F,Q1050,du,1961,DEAD,5/16/1989 0:00:00,,8.08,28.25,,,
290,K-557,Q1050,4/5/1962 0:00:00,M,F,Q1050,dz***,1962,DEAD,11/2/1973 0:00:00,,9.25,11.58,,,
291,K-712,Q1050,5/7/1963 0:00:00,M,F,Q1050,dm,1963,DEAD,6/11/1992 0:00:00,,10.33,29.08,,,
292,G-986,Q1050,3/11/1964 0:00:00,F,F,Q1050,du,1964,DEAD,8/13/1995 0:00:00,,11.16,31.41,,,
293,K-311,Q1050,3/17/1965 0:00:00,F,F,Q1050,du**,1965,DEAD,9/26/1974 0:00:00,,12.16,9.50,,,
294,G-130,Q1050,3/27/1968 0:00:00,M,F,Q1050,dz?,1968,DEAD,9/27/1976 0:00:00,,15.16,8.50,,,
295,I-481,Q1050,4/8/1969 0:00:00,M,F,Q1050,d,1969,DEAD,4/13/1969 0:00:00,,16.25,0.00,,,
296,F-533,Q1050,2/14/1970 0:00:00,M,F,Q1050,rs,1970,Removed,,1/15/1985 0:00:00,17.08,,14.91,,
297,F-709,Q1050,6/3/1971 0:00:00,M,F,Q1050,du,1971,DEAD,10/23/1989 0:00:00,,18.41,18.33,,,
298,G-577,Q1049,1/1/1956 0:00:00,F,U,Q1049,du**,1956,DEAD,4/13/1966 0:00:00,,5.00,10.25,,,
299,G-472,Q1049,1/1/1957 0:00:00,F,U,Q1049,dm,1957,DEAD,5/5/1969 0:00:00,,6.00,12.33,,,
300,J-990,Q1049,2/25/1959 0:00:00,M,U,Q1049,du,1959,DEAD,10/1/1970 0:00:00,,8.08,11.66,,,
301,K-064,Q1049,2/15/1961 0:00:00,F,A,Q1049,r,1961,Removed,,7/10/1964 0:00:00,10.08,,3.41,,
302,K-834,Q1049,4/27/1962 0:00:00,M,A,Q1049,dh,1962,DEAD,6/14/1968 0:00:00,,11.25,6.16,,,
303,H-122,Q1049,2/6/1964 0:00:00,F,A,Q1049,rs**,1964,Removed,,3/14/1972 0:00:00,13.08,,8.08,,
304,K-323,Q1049,4/4/1966 0:00:00,F,A,Q1049,dm,1966,DEAD,4/9/1968 0:00:00,,15.25,2.00,,,
305,G-889,Q1048,4/3/1958 0:00:00,M,U,Q1048,r,1958,Removed,,11/29/1962 0:00:00,4.25,,4.58,,
306,K-086,Q1048,7/3/1961 0:00:00,M,A,Q1048,r,1961,Removed,,7/29/1964 0:00:00,7.50,,3.00,,
307,K-809,Q1048,2/7/1963 0:00:00,F,A,Q1048,du**,1963,DEAD,3/31/1980 0:00:00,,9.08,17.08,,,
308,K-930,Q1048,2/21/1964 0:00:00,M,A,Q1048,du**,1964,DEAD,10/19/1975 0:00:00,,10.08,11.66,,,
309,J-908,Q1048,3/5/1965 0:00:00,F,A,Q1048,do,1965,DEAD,10/12/1966 0:00:00,,11.16,1.58,,,
310,K-325,Q1048,2/25/1966 0:00:00,M,A,Q1048,rc,1966,Removed,,5/10/1971 0:00:00,12.08,,5.25,,
311,F-549,Q1048,3/3/1967 0:00:00,M,A,Q1048,rc,1967,Removed,,5/3/1971 0:00:00,13.16,,4.16,,
312,G-018,Q1048,3/5/1968 0:00:00,M,A,Q1048,du,1968,DEAD,12/8/1969 0:00:00,,14.16,1.75,,,
313,F-487,Q1048,3/1/1969 0:00:00,M,A,Q1048,rs,1969,Removed,,3/16/1992 0:00:00,15.16,,23.00,,
314,F-529,Q1048,2/24/1970 0:00:00,F,L,Q1048,dz**,1970,DEAD,7/7/1981 0:00:00,,16.08,11.41,,,
315,F-677,Q1048,3/5/1971 0:00:00,F,L,Q1048,d**,1971,DEAD,1/28/1985 0:00:00,,17.16,13.83,,,
316,F-749,Q1048,4/15/1972 0:00:00,M,L,Q1048,dm,1972,DEAD,8/18/1980 0:00:00,,18.25,8.33,,,
317,F-936,Q1048,3/27/1974 0:00:00,F,L,Q1048,dz**,1974,DEAD,5/7/1980 0:00:00,,20.16,6.16,,,
318,I-698,Q1048,5/5/1976 0:00:00,F,L,Q1048,du**,1976,DEAD,9/7/1976 0:00:00,,22.33,0.33,,,
319,G-882,Q1046,1/1/1958 0:00:00,M,U,Q1046,d**,1958,DEAD,6/22/1984 0:00:00,,4.00,26.41,,,
320,K-385,Q1046,2/5/1960 0:00:00,F,A,Q1046,dz**,1960,DEAD,9/19/1976 0:00:00,,6.08,16.58,,,
321,I-250,Q1046,3/18/1961 0:00:00,F,C,Q1046,r,1961,Removed,,12/4/1961 0:00:00,7.16,,0.75,,
322,J-985,Q1042,3/1/1959 0:00:00,F,U,Q1042,rc,1959,Removed,,4/28/1969 0:00:00,4.16,,10.08,,
323,G-460,Q1041,1/1/1958 0:00:00,F,U,Q1041,rs**,1958,Removed,,8/1/1972 0:00:00,4.00,,14.58,,
324,G-679,Q1041,4/15/1959 0:00:00,F,U,Q1041,re,1959,Removed,,6/25/1966 0:00:00,5.25,,7.16,,
325,J-777,Q1041,4/16/1960 0:00:00,M,G,Q1041,d,1960,DEAD,9/5/1961 0:00:00,,6.25,1.41,,,
326,K-077,Q1041,3/18/1961 0:00:00,F,H,Q1041,dm,1961,DEAD,1/5/1965 0:00:00,,7.16,3.83,,,
327,K-558,Q1041,7/21/1962 0:00:00,F,H,Q1041,re,1962,Removed,,6/25/1966 0:00:00,8.50,,3.91,,
328,K-852,Q1041,5/17/1963 0:00:00,M,H,Q1041,d,1963,DEAD,10/1/1964 0:00:00,,9.33,1.41,,,
329,H-010,Q1041,5/20/1964 0:00:00,M,H,Q1041,re,1964,Removed,,6/25/1966 0:00:00,10.33,,2.08,,
330,J-924,Q1041,4/14/1965 0:00:00,M,H,Q1041,rk,1965,Removed,,11/5/1971 0:00:00,11.25,,6.58,,
331,K-355,Q1041,3/24/1966 0:00:00,F,H,Q1041,dm,1966,DEAD,7/8/1968 0:00:00,,12.16,2.33,,,
332,I-387,Q1041,3/21/1967 0:00:00,M,H,Q1041,d,1967,DEAD,2/12/1968 0:00:00,,13.16,0.91,,,
333,G-125,Q1041,4/20/1968 0:00:00,M,H,Q1041,rs,1968,Removed,,9/28/1972 0:00:00,14.25,,4.41,,
334,K-333,Q1039,1/1/1956 0:00:00,F,U,Q1039,re**,1956,Removed,,6/25/1966 0:00:00,3.00,,10.41,,
335,G-576,Q1039,2/27/1958 0:00:00,F,U,Q1039,d**,1958,DEAD,3/29/1961 0:00:00,,5.08,3.08,,,
336,G-894,Q1039,5/29/1959 0:00:00,M,U,Q1039,rk**,1959,Removed,,9/2/1971 0:00:00,6.33,,12.33,,
337,H-124,Q1039,5/16/1960 0:00:00,M,G,Q1039,r,1960,Removed,,9/12/1961 0:00:00,7.33,,1.33,,
338,K-067,Q1039,5/5/1961 0:00:00,F,H,Q1039,dm,1961,DEAD,9/11/1962 0:00:00,,8.33,1.33,,,
339,H-209,Q1038,3/14/1959 0:00:00,F,U,Q1038,rk**,1959,Removed,,3/14/1972 0:00:00,3.16,,13.00,,
340,I-262,Q1038,3/20/1962 0:00:00,M,A,Q1038,d,1962,DEAD,10/1/1962 0:00:00,,6.16,0.58,,,
341,K-107,Q1038,3/26/1963 0:00:00,M,A,Q1038,d,1963,DEAD,3/29/1963 0:00:00,,7.16,0.00,,,
342,G-997,Q1038,2/16/1964 0:00:00,F,A,Q1038,dm,1964,DEAD,2/5/1969 0:00:00,,8.08,5.00,,,
343,G-384,Q1038,2/26/1965 0:00:00,F,A,Q1038,rc,1965,Removed,,4/12/1967 0:00:00,9.08,,2.16,,
344,K-054,Q1038,2/18/1966 0:00:00,M,A,Q1038,rc,1966,Removed,,4/12/1967 0:00:00,10.08,,1.16,,
345,J-987,Q1037,1/22/1959 0:00:00,M,U,Q1037,d**,1959,DEAD,10/5/1963 0:00:00,,4.00,4.75,,,
346,H-207,Q1037,2/20/1960 0:00:00,M,A,Q1037,r,1960,Removed,,9/12/1961 0:00:00,5.08,,1.58,,
347,J-892,Q1037,5/4/1961 0:00:00,M,A,Q1037,d**,1961,DEAD,3/28/1975 0:00:00,,6.33,13.83,,,
348,K-569,Q1037,4/7/1962 0:00:00,M,A,Q1037,rk,1962,Removed,,4/26/1971 0:00:00,7.25,,9.00,,
349,G-575,Q1035,1/1/1958 0:00:00,M,U,Q1035,r,1958,Removed,,11/27/1962 0:00:00,3.00,,4.83,,
350,H-213,Q1035,1/25/1960 0:00:00,F,A,Q1035,r,1960,Removed,,9/13/1961 0:00:00,5.00,,1.66,,
351,J-894,Q1035,3/15/1961 0:00:00,M,A,Q1035,re,1961,Removed,,6/25/1966 0:00:00,6.16,,5.25,,
352,K-576,Q1035,3/22/1962 0:00:00,F,A,Q1035,rb,1962,Removed,,11/5/1971 0:00:00,7.16,,9.66,,
353,K-813,Q1035,2/15/1963 0:00:00,F,A,Q1035,rb,1963,Removed,,11/5/1971 0:00:00,8.08,,8.75,,
354,H-123,Q1035,2/1/1964 0:00:00,M,A,Q1035,rk,1964,Removed,,4/26/1971 0:00:00,9.08,,7.16,,
355,G-840,Q1035,2/19/1965 0:00:00,M,A,Q1035,dm,1965,DEAD,7/6/1967 0:00:00,,10.08,2.41,,,
356,K-500,Q1035,2/21/1966 0:00:00,M,A,Q1035,rc,1966,Removed,,5/3/1971 0:00:00,11.08,,5.25,,
357,F-770,Q1035,2/10/1967 0:00:00,F,A,Q1035,rs,1967,Removed,,11/5/1971 0:00:00,12.08,,4.75,,
358,G-012,Q1035,2/10/1968 0:00:00,M,A,Q1035,rb,1968,Removed,,11/5/1971 0:00:00,13.08,,3.75,,
359,F-470,Q1035,2/15/1969 0:00:00,F,A,Q1035,rp,1969,Removed,,11/5/1971 0:00:00,14.08,,2.75,,
360,F-617,Q1035,3/5/1970 0:00:00,F,A,Q1035,rp,1970,Removed,,11/5/1971 0:00:00,15.16,,1.66,,
361,I-541,Q1035,4/12/1971 0:00:00,M,A,Q1035,r,1971,Removed,,11/5/1971 0:00:00,16.25,,0.58,,
362,G-469,Q1034,1/1/1958 0:00:00,F,U,Q1034,rc,1958,Removed,,12/7/1967 0:00:00,3.00,,9.91,,
363,G-884,Q1034,3/1/1959 0:00:00,M,U,Q1034,dm,1959,DEAD,9/1/1960 0:00:00,,4.16,1.50,,,
364,J-789,Q1034,3/8/1960 0:00:00,F,C,Q1034,r,1960,Removed,,11/29/1961 0:00:00,5.16,,1.66,,
365,K-211,Q1034,2/27/1961 0:00:00,F,C,Q1034,du,1961,DEAD,2/23/1966 0:00:00,,6.08,5.00,,,
366,K-796,Q1034,3/10/1962 0:00:00,M,C,Q1034,rk**,1962,Removed,,3/20/1972 0:00:00,7.16,,10.00,,
68,H-215,Q1033,3/7/1959 0:00:00,F,U,Q1033,du**,1959,DEAD,10/1/1967 0:00:00,,4.16,8.58,,,
369,H-212,Q1033,3/20/1960 0:00:00,M,A,Q1033,re,1960,Removed,,6/27/1966 0:00:00,5.16,,6.25,,
370,J-884,Q1033,3/10/1961 0:00:00,F,A,Q1033,dz?,1961,DEAD,3/4/1970 0:00:00,,6.16,9.00,,,
371,K-594,Q1033,3/29/1962 0:00:00,M,A,Q1033,dm,1962,DEAD,8/18/1980 0:00:00,,7.16,18.41,,,
372,K-805,Q1033,3/15/1963 0:00:00,F,A,Q1033,dm,1963,DEAD,12/23/1983 0:00:00,,8.16,20.75,,,
373,K-707,Q1033,2/21/1964 0:00:00,F,A,Q1033,rs**,1964,Removed,,2/29/1984 0:00:00,9.08,,20.00,,
374,G-425,Q1033,3/1/1965 0:00:00,F,J,Q1033,du**,1965,DEAD,2/16/1982 0:00:00,,10.16,16.91,,,
375,J-959,Q1033,2/21/1966 0:00:00,M,J,Q1033,dm,1966,DEAD,4/30/1983 0:00:00,,11.08,17.16,,,
376,F-890,Q1033,2/24/1967 0:00:00,M,J,Q1033,dm**,1967,DEAD,8/23/1983 0:00:00,,12.08,16.50,,,
377,G-124,Q1033,3/3/1968 0:00:00,F,J,Q1033,rs**,1968,Removed,,3/5/1984 0:00:00,13.16,,16.00,,
378,F-468,Q1033,3/5/1969 0:00:00,F,J,Q1033,du**,1969,DEAD,4/1/1974 0:00:00,,14.16,5.08,,,
379,B-365,Q1033,3/8/1970 0:00:00,F,J,Q1033,J,1970,Removed,,3/12/1984 0:00:00,15.16,,14.00,,
380,B-816,Q1033,2/17/1971 0:00:00,F,J,Q1033,J,1971,Removed,,2/21/1984 0:00:00,16.08,,13.00,,
381,F-760,Q1033,3/22/1972 0:00:00,M,J,Q1033,dz***,1972,DEAD,4/11/1980 0:00:00,,17.16,8.08,,,
382,I-649,Q1033,3/31/1973 0:00:00,M,J,Q1033,db**,1973,DEAD,4/1/1973 0:00:00,,18.16,0.08,,,
383,K-220,Q1032,4/15/1960 0:00:00,M,C,Q1032,du**,1960,DEAD,2/20/1968 0:00:00,,5.25,7.83,,,
384,K-601,Q1032,3/27/1962 0:00:00,F,C,Q1032,rc,1962,Removed,,12/11/1967 0:00:00,7.16,,5.75,,
385,K-854,Q1032,6/1/1963 0:00:00,M,C,Q1032,dm,1963,DEAD,8/2/1967 0:00:00,,8.41,4.16,,,
386,I-310,Q1032,3/3/1965 0:00:00,M,C,Q1032,d,1965,DEAD,3/17/1965 0:00:00,,10.16,0.00,,,
387,H-202,Q1031,6/25/1959 0:00:00,F,U,Q1031,d**,1959,DEAD,4/1/1962 0:00:00,,4.41,2.83,,,
388,G-779,Q1030,3/10/1959 0:00:00,M,U,Q1030,rk**,1959,Removed,,3/13/1972 0:00:00,4.16,,13.00,,
389,J-783,Q1030,4/4/1960 0:00:00,F,E,Q1030,rc,1960,Removed,,4/26/1971 0:00:00,5.25,,11.00,,
390,I-249,Q1030,3/17/1961 0:00:00,M,E,Q1030,r,1961,Removed,,4/24/1962 0:00:00,6.16,,1.08,,
