UniCode,FounderCode,DateOfBirth,Sex,BirthGroup,MomUnicode,CurrentGroup,BirthSeason,Status,DateOfDeath,DateOfRemove,AgeOfDelivery,AgeOfDOD,AgeOfRemove,SireUniCode,DamUniCode
C-096,,2010/11/14,F,R,D-686,R,2011,In CS,,,14.91,,,B-875,D-686
C-093,,2010/11/16,M,R,C-863,R,2011,Removed,,2014/01/22,9.83,,3.16,B-327,C-863
B-189,,2010/11/16,F,F,A-573,F,2011,In CS,,,16.75,,,A-136,A-573
E-819,,2010/11/21,U,R,A-039,R,2011,Dead,2010/11/24,,18.83,0.00,,B-865,A-039
D-845,,2010/11/21,F,S,B-508,S,2011,Removed,,2014/01/29,7.08,,3.16,C-300,B-508
B-647,,2010/11/22,M,HH,C-330,HH,2011,Removed,,2012/02/28,17.83,,1.25,A-053,C-330
D-408,,2010/11/29,M,F,A-673,V,2011,In CS,,,4.16,,,D-747,A-673
H-889,,2010/11/29,M,KK,B-883,KK,2011,DEAD,2010/11/30,,14.75,0.00,,,
A-746,,2010/12/01,F,S,E-136,S,2011,Dead,2016/04/14,,8.91,5.33,,A-627,E-136
C-081,,2010/12/01,F,R,A-192,R,2011,Removed,,2015/10/30,6.00,,4.83,A-476,A-192
A-744,,2010/12/03,F,F,B-789,F,2011,In CS,,,11.00,,,B-852,B-789
B-176,,2010/12/04,M,V,C-286,V,2011,In CS,,,6.16,,,C-675,C-286
D-857,,2010/12/04,F,KK,A-610,KK,2011,Removed,,2013/12/12,18.75,,3.00,B-023,A-610
B-644,,2010/12/04,M,HH,B-443,HH,2011,Removed,,2016/10/20,10.00,,5.83,A-053,B-443
B-638,,2010/12/06,M,R,B-408,R,2011,Removed,,2012/02/28,6.91,,1.16,A-581,B-408
B-190,,2010/12/06,F,F,C-376,F,2011,Dead,2015/10/06,,13.83,4.83,,B-332,C-376
B-187,,2010/12/07,M,F,A-523,S,2011,Removed,,2019/11/14,12.66,,8.91,E-100,A-523
B-172,,2010/12/08,F,V,E-152,V,2011,In CS,,,12.08,,,B-916,E-152
C-544,,2010/12/09,M,S,B-560,V,2011,In CS,,,4.16,,,F-324,B-560
A-749,,2010/12/11,M,HH,F-285,V,2011,Dead,2016/12/13,,19.91,6.00,,A-053,F-285
C-975,,2010/12/17,M,HH,A-218,V,2011,In CS,,,5.00,,,B-972,A-218
D-848,,2010/12/29,M,HH,C-365,HH,2011,Removed,,2013/12/06,9.00,,3.00,A-053,C-365
H-908,,2011/01/01,F,V,F-229,V,2011,Dead,2011/10/07,,21.91,0.75,,,
D-424,,2011/07/10,F,R,A-205,R,2012,Removed,,2014/02/04,6.75,,2.58,A-476,A-205
H-920,,2011/07/15,M,KK,B-412,KK,2012,Dead,2011/07/15,,18.58,0.00,,,
H-930,,2011/07/29,F,R,C-880,R,2012,Dead,2012/10/31,,5.66,1.25,,,
C-103,,2011/08/02,F,R,D-242,S,2012,In CS,,,16.50,,,B-875,D-242
C-108,,2011/08/05,F,R,D-656,R,2012,Removed,,2015/12/01,7.58,,4.33,A-636,D-656
D-433,,2011/08/05,F,R,A-189,S,2012,In CS,,,7.75,,,A-931,A-189
C-569,,2011/08/08,M,R,B-363,F,2012,In CS,,,7.75,,,C-830,B-363
C-109,,2011/08/09,M,R,C-264,R,2012,Dead,2017/01/26,,8.66,5.41,,B-535,C-264
A-316,,2011/08/09,F,KK,B-094,KK,2012,In CS,,,5.75,,,A-476,B-094
C-115,,2011/08/10,M,HH,B-098,HH,2012,Removed,,2013/12/11,5.91,,2.33,E-003,B-098
B-196,,2011/08/10,M,R,B-540,R,2012,Dead,2017/08/16,,5.75,6.00,,E-071,B-540
B-651,,2011/08/11,M,KK,A-974,V,2012,In CS,,,7.66,,,B-875,A-974
E-318,,2011/08/11,F,F,C-003,F,2012,Dead,2014/12/19,,5.83,3.33,,D-747,C-003
D-874,,2011/08/11,F,F,D-197,F,2012,Dead,2017/07/17,,8.58,5.91,,A-208,D-197
B-191,,2011/08/11,F,R,A-677,R,2012,In CS,,,4.75,,,D-732,A-677
D-425,,2011/08/12,M,S,E-210,S,2012,Dead,2013/02/08,,4.83,1.50,,B-952,E-210
A-754,,2011/08/13,F,R,A-676,R,2012,In CS,,,4.83,,,A-636,A-676
D-863,,2011/08/13,F,S,D-593,S,2012,Removed,,2015/10/27,6.66,,4.16,D-717,D-593
D-006,,2011/08/13,F,F,E-217,nQQ,2012,In CS,,,4.91,,,A-208,E-217
C-119,,2011/08/13,M,HH,B-091,HH,2012,Removed,,2016/12/07,5.66,,5.33,B-339,B-091
C-556,,2011/08/14,F,R,D-743,R,2012,Removed,,2015/11/05,6.83,,4.25,C-896,D-743
H-923,,2011/08/14,M,HH,B-533,HH,2012,Dead,2011/12/28,,6.75,0.33,,,
H-918,,2011/08/14,U,F,B-078,F,2012,Dead,2011/08/16,,6.91,0.00,,,
E-834,,2011/08/15,M,F,B-076,NN,2012,Dead,2012/08/09,,6.58,1.00,,A-652,B-076
A-319,,2011/08/15,M,S,B-105,S,2012,In CS,,,4.83,,,B-467,B-105
H-914,,2011/08/15,F,R,A-547,R,2012,Dead,2011/08/28,,11.66,0.00,,,
B-210,,2011/08/16,M,S,E-161,F,2012,In CS,,,7.75,,,B-467,E-161
E-314,,2011/08/16,F,F,A-087,F,2012,In CS,,,11.41,,,A-494,A-087
D-875,,2011/08/17,M,F,D-750,V,2012,In CS,,,5.83,,,A-494,D-750
B-205,,2011/08/17,M,F,D-340,nQQ,2012,In CS,,,4.91,,,B-389,D-340
C-990,,2011/08/17,M,R,D-332,MM,2012,In CS,,,4.66,,,A-627,D-332
C-995,,2011/08/17,M,R,C-322,MM,2012,In CS,,,11.50,,,A-476,C-322
D-861,,2011/08/17,M,R,B-993,V,2012,In CS,,,5.66,,,A-931,B-993
H-924,,2011/08/17,M,KK,B-876,KK,2012,Dead,2012/10/31,,7.50,1.16,,,
B-201,,2011/08/18,M,F,D-303,V,2012,In CS,,,6.75,,,B-852,D-303
H-926,,2011/08/18,M,HH,C-446,HH,2012,Dead,2012/10/31,,5.75,1.16,,,
D-431,,2011/08/19,M,S,B-085,S,2012,Removed,,2019/10/18,5.83,,8.16,A-069,B-085
D-003,,2011/08/19,M,F,C-849,MM,2012,Removed,,2014/01/17,7.58,,2.41,A-986,C-849
C-998,,2011/08/19,M,S,B-547,S,2012,In CS,,,5.66,,,E-184,B-547
C-104,,2011/08/20,M,R,C-021,F,2012,In CS,,,4.50,,,D-622,C-021
D-002,,2011/08/21,M,F,A-216,F,2012,In CS,,,5.66,,,A-126,A-216
C-997,,2011/08/21,F,KK,C-909,KK,2012,Removed,,2018/12/12,4.75,,7.33,E-140,C-909
C-991,,2011/08/22,M,R,C-016,R,2012,Dead,2016/06/10,,4.58,4.83,,B-007,C-016
E-317,,2011/08/22,F,F,E-054,nQQ,2012,In CS,,,6.66,,,D-747,E-054
C-101,,2011/08/22,M,R,C-908,KK,2012,Dead,2017/07/11,,4.75,5.91,,F-248,C-908
A-318,,2011/08/22,M,KK,C-339,V,2012,Dead,2018/06/13,,12.75,6.83,,C-681,C-339
D-876,,2011/08/22,F,F,D-574,F,2012,Dead,2019/12/07,,18.58,8.33,,A-652,D-574
E-843,,2011/08/22,M,F,C-840,OO,2012,Dead,2012/03/15,,13.08,0.58,,B-916,C-840
H-943,,2011/08/23,M,KK,E-208,KK,2012,Dead,2012/10/31,,4.83,1.16,,,
C-568,,2011/08/24,F,V,C-010,V,2012,Dead,2018/01/09,,5.75,6.41,,B-916,C-010
D-862,,2011/08/24,F,S,B-452,S,2012,Removed,,2020/11/18,16.58,,9.25,A-627,B-452
H-936,,2011/08/24,M,R,D-767,R,2012,Dead,2011/12/02,,4.66,0.33,,,
E-836,,2011/08/25,F,KK,B-531,KK,2012,Dead,2012/10/10,,6.66,1.16,,B-339,B-531
B-666,,2011/08/25,M,HH,A-634,V,2012,Dead,2016/08/12,,6.66,5.00,,B-339,A-634
E-837,,2011/08/25,F,KK,B-883,KK,2012,Dead,2011/10/31,,15.50,0.16,,A-588,B-883
A-315,,2011/08/25,F,R,A-231,R,2012,In CS,,,4.75,,,B-007,A-231
H-928,,2011/08/27,F,HH,C-788,HH,2012,Dead,2012/10/31,,6.83,1.16,,,
C-557,,2011/08/29,F,R,C-682,R,2012,Removed,,2015/11/12,7.75,,4.25,A-627,C-682
H-942,,2011/08/29,M,F,E-187,F,2012,Dead,2012/10/31,,6.91,1.16,,,
E-845,,2011/08/30,U,HH,D-347,HH,2012,Dead,2011/09/07,,3.83,0.08,,C-765,D-347
A-326,,2011/08/30,M,V,B-568,V,2012,Dead,2013/12/14,,4.58,2.33,,B-916,B-568
H-921,,2011/08/30,M,f,B-442,F,2012,Dead,2012/10/31,,11.58,1.16,,,
C-562,,2011/08/31,M,HH,A-209,HH,2012,Removed,,2014/02/13,6.75,,2.50,E-003,C-446
D-430,,2011/08/31,F,R,A-570,R,2012,In CS,,,7.75,,,B-340,A-570
C-551,,2011/08/31,F,R,D-310,R,2012,In CS,,,6.83,,,B-097,D-310
E-842,,2011/08/31,M,S,C-430,S,2012,Dead,2011/11/13,,6.75,0.25,,A-581,C-430
H-941,,2011/08/31,F,V,E-052,V,2012,Dead,2011/09/08,,7.75,0.08,,,
B-197,,2011/09/01,F,R,B-953,R,2012,Dead,2020/02/11,,11.75,8.41,,C-442,B-953
C-555,,2011/09/01,F,KK,D-354,KK,2012,Removed,,2018/11/07,4.00,,7.16,C-879,D-354
D-443,,2011/09/01,F,F,D-342,F,2012,Removed,,2015/12/04,5.00,,4.25,A-641,D-342
C-120,,2011/09/02,M,KK,D-678,nPP,2012,In CS,,,6.91,,,B-467,D-678
C-106,,2011/09/02,F,R,C-036,R,2012,In CS,,,3.83,,,B-007,C-036
A-750,,2011/09/02,F,R,B-981,R,2012,In CS,,,6.91,,,B-875,B-981
B-650,,2011/09/02,F,KK,C-679,KK,2012,Removed,,2015/11/17,9.75,,4.16,D-749,C-679
E-316,,2011/09/03,F,F,C-760,F,2012,In CS,,,10.75,,,C-878,C-760
A-768,,2011/09/03,F,F,B-867,F,2012,Removed,,2014/01/28,13.83,,2.33,A-652,B-867
E-829,,2011/09/04,F,F,A-455,NN,2012,Dead,2012/10/31,,9.83,1.08,,A-083,A-455
E-835,,2011/09/04,M,HH,B-120,HH,2012,Dead,2012/08/01,,5.00,0.91,,C-765,B-120
C-113,,2011/09/04,F,HH,B-119,HH,2012,Removed,,2014/01/23,4.91,,2.33,B-339,B-119
E-313,,2011/09/04,F,HH,C-464,HH,2012,Removed,,2016/10/20,4.91,,5.08,A-094,C-464
A-755,,2011/09/04,F,R,E-008,R,2012,Removed,,2015/10/27,7.75,,4.08,A-476,E-008
D-867,,2011/09/04,F,R,D-229,R,2012,In CS,,,11.83,,,E-071,D-229
C-550,,2011/09/05,M,KK,C-265,MM,2012,In CS,,,7.91,,,B-467,C-265
A-324,,2011/09/05,F,V,C-307,V,2012,Dead,2016/07/21,,6.83,4.83,,F-254,C-307
C-114,,2011/09/05,M,HH,C-444,R,2012,In CS,,,5.91,,,A-126,C-444
D-440,,2011/09/05,F,F,C-348,F,2012,Removed,,2015/12/02,7.75,,4.25,C-878,C-348
D-441,,2011/09/05,F,F,D-691,nPP,2012,In CS,,,12.83,,,B-980,D-691
D-429,,2011/09/05,F,S,B-563,S,2012,Removed,,2019/11/05,4.91,,8.16,D-717,B-563
D-008,,2011/09/06,F,F,A-199,F,2012,Removed,,2013/12/17,6.75,,2.25,B-916,A-199
D-437,,2011/09/06,F,V,A-240,V,2012,Removed,,2015/11/10,3.83,,4.16,D-971,A-240
A-328,,2011/09/06,M,V,B-938,V,2012,Removed,,2013/12/10,6.91,,2.25,C-698,B-938
B-655,,2011/09/06,F,KK,A-906,KK,2012,Removed,,2015/11/05,14.50,,4.16,A-588,A-906
C-559,,2011/09/06,F,R,B-011,R,2012,In CS,,,7.83,,,B-340,B-011
D-438,,2011/09/07,M,V,A-502,V,2012,Removed,,2014/01/31,14.66,,2.33,A-479,A-502
D-865,,2011/09/07,M,S,B-082,S,2012,Removed,,2019/10/18,5.91,,8.08,D-157,B-082
C-560,,2011/09/07,F,HH,D-782,HH,2012,Removed,,2015/11/10,3.91,,4.16,A-053,D-782
H-925,,2011/09/07,M,R,B-983,R,2012,Dead,2011/11/01,,6.83,0.16,,,
H-932,,2011/09/07,M,F,C-893,OO,2012,Dead,2012/10/31,,5.91,1.08,,,
D-864,,2011/09/08,F,S,D-592,S,2012,Removed,,2015/10/27,7.91,,4.08,D-717,D-592
E-312,,2011/09/08,F,V,C-456,V,2012,Dead,2015/11/30,,5.83,4.16,,C-698,C-456
D-877,,2011/09/08,F,F,A-237,F,2012,In CS,,,4.66,,,E-184,A-237
B-207,,2011/09/09,F,F,B-386,F,2012,Dead,2019/12/20,,9.83,8.25,,D-747,B-386
E-305,,2011/09/09,M,F,B-423,nQQ,2012,In CS,,,11.75,,,B-465,B-423
C-118,,2011/09/09,M,HH,D-255,HH,2012,Removed,,2016/10/19,8.66,,5.08,A-053,D-255
B-208,,2011/09/09,M,F,B-043,nPP,2012,In CS,,,11.75,,,A-136,B-043
H-939,,2011/09/09,M,V,D-986,V,2012,Dead,2011/10/06,,7.83,0.08,,,
A-767,,2011/09/10,M,F,B-079,F,2012,Removed,,2013/12/05,6.91,,2.25,B-980,B-079
B-657,,2011/09/10,M,R,D-745,V,2012,In CS,,,6.91,,,B-875,D-745
E-844,,2011/09/11,F,F,D-286,F,2012,Dead,2011/09/12,,17.58,0.00,,A-150,D-286
E-833,,2011/09/11,F,F,B-073,NN,2012,Dead,2012/03/02,,6.83,0.50,,B-916,B-073
C-112,,2011/09/11,F,MM,D-983,MM,2012,Dead,2016/03/17,,9.83,4.50,,A-053,D-983
C-117,,2011/09/12,F,MM,A-909,MM,2012,In CS,,,12.83,,,A-053,A-909
D-000,,2011/09/12,M,R,D-363,F,2012,In CS,,,4.00,,,B-535,D-363
A-322,,2011/09/12,F,V,D-655,V,2012,Removed,,2013/12/06,7.91,,2.25,D-177,D-655
E-311,,2011/09/12,F,V,B-897,V,2012,In CS,,,6.83,,,D-177,B-897
B-200,,2011/09/12,M,R,A-204,R,2012,Dead,2017/08/11,,6.75,5.91,,E-077,A-204
C-999,,2011/09/12,F,S,C-431,S,2012,Removed,,2019/12/03,6.83,,8.25,A-627,C-431
C-564,,2011/09/12,F,V,A-018,V,2012,Removed,,2014/01/17,7.75,,2.33,E-139,A-018
D-434,,2011/09/12,F,F,C-002,F,2012,Removed,,2015/12/09,5.91,,4.25,D-237,D-164
C-992,,2011/09/13,M,R,B-483,R,2012,Dead,2018/06/21,,10.75,6.75,,C-442,B-483
C-994,,2011/09/13,M,R,C-874,MM,2012,In CS,,,6.83,,,E-071,C-874
A-764,,2011/09/13,F,V,D-268,V,2012,Removed,,2015/12/01,13.75,,4.25,C-698,D-268
B-667,,2011/09/13,F,HH,D-164,HH,2012,Removed,,2014/02/12,17.41,,2.41,D-747,C-002
A-317,,2011/09/13,M,KK,E-048,R,2012,Dead,2017/09/28,,10.75,6.00,,C-374,E-048
E-838,,2011/09/13,F,F,C-281,NN,2012,Dead,2012/03/06,,10.75,0.50,,B-332,C-281
H-931,,2011/09/13,M,HH,C-884,HH,2012,Dead,2012/10/31,,5.91,1.08,,,
A-769,,2011/09/14,F,F,C-750,nQQ,2012,In CS,,,16.41,,,A-986,C-750
B-665,,2011/09/14,M,MM,C-895,MM,2012,Removed,,2014/01/31,5.75,,2.33,D-749,C-895
E-841,,2011/09/14,M,S,C-386,S,2012,Dead,2012/01/12,,8.83,0.33,,D-717,C-386
B-662,,2011/09/14,F,HH,B-959,HH,2012,Removed,,2015/12/01,7.75,,4.25,E-192,B-959
C-553,,2011/09/14,F,R,A-144,R,2012,In CS,,,12.66,,,A-931,A-144
C-116,,2011/09/14,F,HH,E-074,HH,2012,Removed,,2016/10/19,8.83,,5.08,A-053,E-074
B-661,,2011/09/15,M,HH,C-345,HH,2012,Removed,,2013/12/06,9.83,,2.25,B-339,C-345
C-554,,2011/09/15,M,R,B-796,R,2012,Dead,2014/07/16,,7.83,2.83,,C-404,B-796
C-565,,2011/09/15,M,V,C-478,F,2012,In CS,,,3.66,,,D-102,C-478
A-759,,2011/09/17,M,R,D-790,R,2012,In CS,,,3.91,,,A-113,D-790
B-193,,2011/09/17,F,KK,D-227,KK,2012,Dead,2015/09/03,,12.66,4.00,,E-185,D-227
D-435,,2011/09/17,F,F,E-221,F,2012,Removed,,2015/12/02,4.91,,4.25,B-916,E-221
B-203,,2011/09/17,M,F,C-692,V,2012,In CS,,,12.50,,,C-878,C-692
D-004,,2011/09/18,F,HH,A-925,HH,2012,Removed,,2013/12/11,14.75,,2.25,E-185,A-925
E-840,,2011/09/18,M,F,C-350,OO,2012,Dead,2012/05/09,,18.58,0.66,,D-607,C-350
D-007,,2011/09/19,M,F,E-160,F,2012,Removed,,2014/01/15,7.66,,2.33,B-980,E-160
D-428,,2011/09/20,M,S,B-124,S,2012,Removed,,2019/11/12,3.91,,8.16,C-830,B-124
D-870,,2011/09/20,F,F,A-066,F,2012,Removed,,2014/01/28,13.75,,2.33,B-980,A-066
E-310,,2011/09/20,F,V,C-006,V,2012,Removed,,2013/12/10,5.75,,2.25,D-179,C-006
A-321,,2011/09/20,M,V,D-558,V,2012,Removed,,2014/01/17,15.75,,2.33,E-153,D-558
C-566,,2011/09/20,F,V,B-356,V,2012,Removed,,2014/01/30,11.66,,2.33,E-139,B-356
C-102,,2011/09/20,M,R,D-990,F,2012,In CS,,,18.75,,,A-454,D-990
C-111,,2011/09/20,M,HH,A-075,HH,2012,Removed,,2013/12/11,7.66,,2.25,C-372,A-075
B-202,,2011/09/21,M,F,D-321,R,2012,In CS,,,5.83,,,A-208,D-321
A-765,,2011/09/21,F,F,B-052,F,2012,Removed,,2013/12/17,18.66,,2.25,C-328,B-052
C-110,,2011/09/21,F,KK,A-657,KK,2012,Removed,,2018/12/04,5.83,,7.25,C-762,A-657
H-927,,2011/09/21,M,F,C-713,F,2012,Dead,2012/02/21,,14.75,0.41,,,
H-937,,2011/09/21,F,F,D-793,F,2012,Dead,2012/10/31,,3.83,1.08,,,
A-766,,2011/09/22,M,F,C-235,F,2012,Removed,,2013/12/11,13.75,,2.25,A-092,C-235
C-563,,2011/09/22,F,V,C-286,V,2012,Removed,,2014/01/16,6.91,,2.33,E-153,C-286
A-763,,2011/09/22,M,F,C-890,F,2012,In CS,,,5.58,,,B-069,C-890
E-309,,2011/09/22,F,F,C-243,F,2012,In CS,,,8.91,,,B-980,C-243
A-752,,2011/09/22,M,R,C-454,F,2012,Removed,,2019/10/16,5.83,,8.08,D-551,C-454
E-308,,2011/09/22,M,F,B-789,V,2012,In CS,,,11.75,,,B-916,B-789
A-760,,2011/09/24,F,V,D-328,V,2012,Dead,2016/04/28,,5.83,4.58,,E-139,D-328
B-656,,2011/09/24,F,R,B-986,R,2012,In CS,,,6.83,,,A-476,B-986
C-561,,2011/09/24,F,HH,B-528,HH,2012,Removed,,2016/10/20,7.91,,5.08,A-053,B-528
B-664,,2011/09/24,M,HH,B-462,HH,2012,Removed,,2013/12/11,10.75,,2.25,A-053,B-462
E-307,,2011/09/24,F,F,D-707,F,2012,In CS,,,13.75,,,A-986,D-707
A-753,,2011/09/24,M,R,A-534,R,2012,Removed,,2019/10/23,7.75,,8.08,B-340,A-534
B-198,,2011/09/24,F,KK,C-906,KK,2012,Removed,,2015/11/10,4.91,,4.16,B-020,C-906
H-948,,2011/09/24,M,F,F-343,F,2012,Dead,2011/11/07,,19.75,0.16,,,
D-427,,2011/09/25,M,S,D-313,F,2012,In CS,,,6.83,,,A-454,D-313
H-935,,2011/09/25,F,F,D-754,OO,2012,Dead,2012/10/31,,5.83,1.08,,,
B-652,,2011/09/26,M,KK,C-032,KK,2012,Removed,,2018/12/11,3.91,,7.25,A-582,C-032
B-199,,2011/09/26,M,R,A-246,R,2012,Removed,,2013/12/10,4.00,,2.25,C-404,A-246
A-751,,2011/09/26,M,R,B-099,R,2012,Removed,,2019/12/10,5.66,,8.25,A-627,B-099
A-757,,2011/09/26,M,R,D-257,R,2012,Removed,,2013/12/12,7.91,,2.25,B-875,D-257
B-209,,2011/09/28,M,F,D-163,V,2012,In CS,,,17.66,,,A-092,D-163
B-206,,2011/09/29,M,F,B-843,F,2012,Removed,,2013/12/04,15.66,,2.25,B-980,B-843
C-107,,2011/09/29,F,R,A-192,R,2012,Removed,,2015/11/17,6.75,,4.16,C-442,A-192
H-934,,2011/09/29,F,F,D-327,NNN,2012,Dead,2012/10/31,,5.91,1.08,,,
H-946,,2011/09/29,M,R,F-302,R,2012,Dead,2011/10/03,,20.58,0.08,,,
D-436,,2011/09/30,M,MM,B-112,F,2012,In CS,,,5.00,,,D-755,B-112
D-868,,2011/09/30,F,F,A-194,F,2012,Removed,,2013/12/17,6.91,,2.25,B-448,A-194
D-439,,2011/09/30,F,V,A-643,V,2012,Dead,2015/07/24,,6.83,3.83,,D-179,A-643
D-009,,2011/09/30,M,F,C-450,F,2012,Dead,2015/02/05,,5.83,3.41,,B-332,C-450
C-996,,2011/10/01,F,R,B-536,R,2012,Removed,,2015/11/03,6.91,,4.08,A-931,B-536
D-860,,2011/10/01,F,S,B-102,S,2012,Removed,,2019/11/14,4.91,,8.08,D-157,B-102
C-552,,2011/10/01,F,KK,D-614,KK,2012,Removed,,2015/10/30,6.83,,4.00,C-681,D-614
A-762,,2011/10/01,F,F,B-078,F,2012,Removed,,2015/10/27,7.08,,4.00,B-808,B-078
E-830,,2011/10/01,F,F,A-526,NN,2012,Dead,2012/08/06,,12.91,0.83,,B-852,A-526
E-321,,2011/10/02,M,F,A-885,F,2012,Removed,,2014/01/15,15.66,,2.25,B-465,A-885
E-303,,2011/10/02,F,F,C-724,F,2012,Removed,,2014/01/15,7.83,,2.25,B-916,C-724
B-649,,2011/10/03,F,R,A-232,R,2012,Removed,,2015/11/06,4.83,,4.08,C-668,A-232
B-194,,2011/10/03,M,KK,B-586,R,2012,In CS,,,4.00,,,E-140,B-586
D-866,,2011/10/03,F,S,B-990,S,2012,Removed,,2019/11/12,6.83,,8.08,A-476,B-990
E-304,,2011/10/03,F,F,D-585,F,2012,Removed,,2013/12/17,11.66,,2.16,B-332,D-585
A-758,,2011/10/04,M,KK,B-487,KK,2012,Removed,,2018/12/04,7.91,,7.16,A-582,B-487
B-195,,2011/10/04,M,R,D-312,KK,2012,Removed,,2018/12/12,7.00,,7.16,B-535,D-312
D-871,,2011/10/04,F,F,A-650,F,2012,In CS,,,5.91,,,B-980,A-650
H-933,,2011/10/04,F,F,D-324,F,2012,dead,2011/10/06,,5.91,0.00,,,
E-846,,2011/10/06,F,HH,D-555,HH,2012,Dead,2012/09/25,,17.66,0.91,,B-323,D-555
B-659,,2011/10/06,M,R,C-039,F,2012,Dead,2019/02/04,,4.08,7.33,,B-535,C-039
C-567,,2011/10/07,F,V,C-005,V,2012,Dead,2014/09/19,,6.00,2.91,,D-179,C-005
B-653,,2011/10/07,F,R,D-730,R,2012,Removed,,2014/01/17,12.75,,2.25,A-476,D-730
H-917,,2011/10/08,F,F,B-070,OO,2012,Dead,2012/10/31,,7.83,1.00,,,
E-315,,2011/10/09,F,V,B-115,V,2012,Removed,,2013/12/06,5.00,,2.16,C-698,B-115
H-912,,2011/10/09,F,KK,A-058,KK,2012,Dead,2012/10/31,,18.75,1.00,,,
C-558,,2011/10/10,M,R,E-043,R,2012,Removed,,2013/12/12,13.75,,2.16,A-476,E-043
B-663,,2011/10/11,F,HH,B-538,HH,2012,Removed,,2016/10/20,6.91,,5.00,A-053,B-538
E-831,,2011/10/11,F,HH,A-911,HH,2012,Dead,2012/05/30,,11.83,0.58,,B-339,A-911
C-993,,2011/10/14,M,R,D-686,MM,2012,In CS,,,15.83,,,B-875,D-686
D-001,,2011/10/14,M,F,C-743,F,2012,Removed,,2014/01/15,7.91,,2.25,D-747,C-743
B-660,,2011/10/15,F,R,C-863,R,2012,Removed,,2014/01/24,10.75,,2.25,B-865,C-863
D-872,,2011/10/16,M,V,F-229,V,2012,Dead,2013/06/08,,22.66,1.66,,E-153,F-229
B-668,,2011/10/16,M,HH,A-896,HH,2012,Removed,,2013/12/19,9.91,,2.16,A-053,A-896
D-878,,2011/10/16,F,F,A-633,F,2012,Removed,,2015/12/09,6.91,,4.16,B-916,A-633
A-323,,2011/10/17,F,V,A-640,V,2012,Removed,,2015/12/04,6.91,,4.16,E-139,A-640
A-756,,2011/10/17,M,KK,C-292,V,2012,In CS,,,15.66,,,A-476,C-292
E-848,,2011/10/18,F,S,F-249,S,2012,Stillbirth,2011/10/18,,21.66,0.00,,D-717,F-249
E-832,,2011/10/18,F,R,B-031,R,2012,Dead,2012/06/19,,19.50,0.66,,B-875,B-031
B-658,,2011/10/18,M,R,B-121,R,2012,In CS,,,3.91,,,E-071,B-121
A-320,,2011/10/20,M,V,E-152,V,2012,Removed,,2013/12/05,12.91,,2.16,C-698,E-152
D-432,,2011/10/21,M,S,E-136,V,2012,In CS,,,9.75,,,C-300,E-136
D-442,,2011/10/22,F,F,A-009,MM,2012,Removed,,2013/12/05,13.50,,2.16,D-747,A-009
H-913,,2011/10/23,M,R,A-441,R,2012,Dead,2012/10/31,,17.75,1.00,,,
C-105,,2011/10/24,F,KK,A-989,KK,2012,Removed,,2015/11/03,10.83,,4.08,E-140,A-989
E-319,,2011/10/24,F,KK,A-206,KK,2012,Dead,2019/03/28,,6.91,7.41,,A-582,A-206
D-873,,2011/10/24,F,V,A-538,V,2012,In CS,,,16.75,,,A-479,A-538
D-869,,2011/10/24,M,F,E-205,F,2012,Removed,,2019/10/29,5.00,,8.00,D-747,E-205
E-847,,2011/10/25,M,R,F-069,R,2012,Dead,2012/06/21,,24.75,0.66,,C-442,F-069
H-915,,2011/10/29,M,R,B-039,R,2012,Dead,2012/10/31,,13.83,1.00,,,
B-204,,2011/10/31,M,F,C-354,F,2012,Removed,,2014/01/28,15.66,,2.25,B-916,C-354
A-329,,2011/11/01,M,F,B-847,F,2012,Removed,,2013/12/12,13.83,,2.08,A-986,B-847
A-325,,2011/11/04,M,V,A-496,V,2012,Removed,,2014/01/17,18.83,,2.16,C-698,A-496
H-916,,2011/11/06,M,F,B-040,F,2012,Dead,2012/10/31,,13.66,0.91,,,
E-849,,2011/11/07,F,KK,F-283,KK,2012,Dead,2011/11/29,,20.75,0.00,,D-749,F-283
H-947,,2011/11/13,M,R,F-302,R,2012,Dead,2011/12/05,,20.75,0.08,,,
B-192,,2011/11/14,F,R,E-182,R,2012,In CS,,,7.00,,,B-535,E-182
H-929,,2011/11/15,M,R,C-873,R,2012,Dead,2012/10/31,,6.91,0.91,,,
E-306,,2011/11/19,F,F,C-376,F,2012,Removed,,2015/11/17,14.75,,4.00,B-465,C-376
E-851,,2011/11/20,F,R,F-331,R,2012,Dead,2011/12/01,,20.83,0.08,,A-627,F-331
A-761,,2011/11/25,M,V,C-266,V,2012,Removed,,2013/12/05,7.00,,2.08,C-698,C-266
E-320,,2011/11/25,F,F,B-552,nPP,2012,In CS,,,6.08,,,B-916,B-552
H-940,,2011/11/27,F,F,E-014,F,2012,Dead,2012/06/26,,16.91,0.58,,,
B-654,,2011/11/28,F,R,D-987,R,2012,In CS,,,7.91,,,A-476,D-987
A-327,,2011/11/28,F,V,B-330,V,2012,Removed,,2013/12/10,13.66,,2.08,E-153,B-330
H-938,,2011/12/01,F,F,D-973,F,2012,Dead,2011/12/12,,16.91,0.00,,,
H-944,,2011/12/03,F,F,F-269,F,2012,Dead,2011/12/08,,21.66,0.00,,,
E-850,,2011/12/09,F,HH,F-285,HH,2012,Dead,2011/12/09,,20.91,0.00,,A-053,F-285
